Id,SalePrice
1814,224902.22289023903
2446,487302.63320481556
208,165496.542164719
1679,135788.53407634178
822,342036.8831722411
6,186610.796106099
1781,400912.3942275989
2397,256264.60706433916
2340,346066.19876879104
1618,181755.5280041675
2843,115051.73991397559
1061,348073.474542234
2786,137975.79596321052
1935,140416.214617782
1341,141957.30575547257
521,276174.362456371
2136,153248.09219437305
996,194079.8319781877
227,145417.23372598813
135,173771.6832251889
1167,204556.14499171372
294,267649.69910573075
1776,196590.25264052817
540,172705.35127293624
1717,196708.54691737454
2303,138200.41817884642
116,176280.0622063177
127,146969.7166789432
1371,140418.56317691717
1014,138023.9224126616
1507,112328.38735221747
702,140835.58952430205
750,151652.82068000053
261,163831.77415688083
1559,94626.59511694327
577,201136.03581198448
2812,197022.3387964541
2080,143589.98945242394
1368,126363.9556001687
2376,125358.71314227761
659,113005.68639405136
1235,144510.72105268497
332,93480.51013106597
1917,141150.56844449663
2094,262311.3830320005
1460,249286.62165135605
1471,203983.3831775374
1509,128874.77469368567
1922,141279.48705813728
433,416371.7503234615
460,297256.41894451366
1116,233393.59687638935
1137,165674.50335113227
53,213602.28982724051
2354,243715.79954446762
1475,187833.14004150633
1761,532911.6370348231
842,142591.02788924068
2739,160893.5210187786
2509,175378.1033280286
1007,211387.90299918127
2610,186168.49390982254
1952,98554.83124350786
2719,141291.52109551884
2921,119091.77607438192
1966,142848.42500035715
292,110773.45027021182
1204,179839.7841377083
1829,245969.9133130507
2419,182534.0346754166
391,157190.82082940737
798,112780.50241422106
481,192164.19758196038
193,222910.3337534288
555,133628.15188896394
899,71976.84377195511
2357,176552.22249915064
328,160645.3285332588
1356,124313.29914175051
1154,127382.25594772991
1730,174940.2300501909
2249,167883.57811118232
1119,244799.92240224057
2856,149929.10829253198
1394,143571.94997497037
2587,135672.8311804992
61,327507.66709767986
2661,177090.61951375325
2711,142580.23692281503
1147,191275.20644776445
757,131176.61268585126
2623,94572.29791794994
2378,168877.18386417374
1413,144043.92122577762
1722,237477.2262977661
1112,215590.01633946423
1623,190340.46833234892
1201,193991.45991162787
1513,131249.72280874164
957,207190.3601366168
1171,277573.2502410032
1145,198575.3903594671
2726,228677.00659660925
703,180534.4715708744
760,96730.8180087389
1964,154754.82975381412
2512,204885.0294080342
159,148751.46668258705
1281,157950.63825700266
468,176442.27206477636
290,132342.3479345357
665,108095.79796430422
1463,242797.18096783457
1792,225727.6870525988
923,130815.1357303201
500,263955.74320682365
1408,166278.4094997394
331,111542.85117447822
170,106384.22793439397
2192,105664.30319960293
2571,232961.1315284525
2314,163007.7979096777
2647,108759.56641810613
422,421710.65053894813
2457,324795.68901847454
1838,245668.4697707311
2805,243104.816997289
1645,161326.71136844292
1711,271031.3674208121
2825,263168.1321189127
322,360270.4336394409
2103,269107.15252150275
342,116968.64614091534
600,130829.86341678325
488,196476.37980964314
1725,367108.0499456377
2246,284789.4753488508
2847,164718.40662847157
806,252510.38091678382
530,221806.9908019798
963,182604.4897440438
2678,101433.83640387063
171,98349.03386839191
2401,425185.94829124433
805,221428.69103659104
2259,199360.02860755404
1748,170061.57875209794
1361,135686.9162268249
1677,138660.59002727203
1406,158819.9552342282
2322,237018.481873443
688,147395.74132794404
143,144270.49847988563
804,192978.08811051975
1214,159652.18906955534
2828,159151.14512268902
1999,175432.80988617695
2467,183674.4970156157
2665,143856.48496419564
1538,385620.883507309
398,127548.20253643047
2822,126665.43110662904
2157,157375.4203045232
1856,199126.37290529377
1269,114337.7222873043
2570,120888.23753285588
2320,233681.06616790203
1517,135524.79720933025
2304,133084.90769140472
1312,107145.37321991625
2012,147617.65384997302
506,230100.6177386434
2865,236224.90166627677
2367,126429.04210907704
554,99085.5921704137
238,131290.59767594017
1954,129972.01663825422
2488,169824.29081919065
2291,108713.58313190703
1969,113499.45127903152
2725,160430.68464418224
1482,152881.92110898416
2763,187901.5545171237
503,229456.89064821435
1584,256948.08520997467
1531,132256.91087587306
2210,165161.10890903726
459,382317.0413134175
556,137905.6159114033
1347,126476.62954671358
1290,96937.95083553359
1388,99552.91993122878
1571,201135.02851536387
2754,203848.5947232412
765,141989.28160800348
2494,132262.78690590497
2870,202740.37070623957
7,231156.78423495084
1114,271172.93132023554
2418,283765.0231534199
291,162868.05895699057
18,284535.65697869746
39,387942.602665736
1001,260619.97851316968
2442,240826.468128905
616,125124.20566239295
2680,82398.96842454761
1414,138004.5311158106
289,152811.70681312992
40,237085.66005641705
860,129604.07112739576
409,137876.6431582772
673,155283.4865158331
2427,214682.1303615938
2036,216964.33572854323
2564,144300.53605932102
642,143219.86751358712
1008,177733.04095999044
1908,149647.01042878078
2519,167653.49804728947
1369,113537.4362141061
2855,163659.90821926796
712,93653.50962020784
1943,117850.63156627788
1958,129308.06280413385
107,127041.28519356488
2295,174930.2005747446
704,91427.3209355493
676,130753.40096162874
259,178726.5362226193
93,276921.2502231748
106,234251.88340579835
2315,187416.4884746025
1050,127428.7871292037
1095,197153.817773215
2709,162463.26518312478
758,128992.41256294612
1496,165305.58806522997
2370,156400.4753676402
2458,285296.34796025406
2733,141557.15373869534
161,259741.95404395668
726,162631.23291385226
845,205312.6362735794
947,250653.9119268575
2232,123306.08366866343
2563,154638.92880669233
2299,99850.56279225914
211,100639.78757698386
605,137948.83489753254
1478,212426.8193865725
2247,284789.47485768073
2274,167329.22921727714
2869,191328.37670267714
967,214687.7721706662
2656,133053.78049513994
667,186780.2099798965
1042,135334.89011279526
2023,159176.39952314648
2447,382216.69955507934
2055,120477.60260487342
2275,307404.76013737865
2204,177798.9088336445
1563,300062.99545022985
483,225660.0986786419
796,171966.49733619497
1526,159223.29436834357
2042,164852.48210086813
442,359862.02994457143
1693,290347.8473485855
1468,209363.54182508535
1430,199225.46523777331
2605,146902.28638083028
1529,181645.7439626754
335,140480.74800295354
1287,142995.38918919742
31,123186.4353944011
1785,299647.10813077935
82,161953.23623755432
2620,132526.6013003366
252,181769.1804130828
721,62004.027687425
2165,189218.69330219555
2316,182453.85045746958
775,135007.59972946686
1558,103087.56851977053
17,220333.0976676471
1022,208606.45032944198
925,148284.08315785904
438,297379.73304781504
1270,138845.14702795848
1272,124865.13849003278
215,163098.17489338628
266,234162.00445030563
2402,242932.64705867725
1250,135736.1414206236
1984,119703.10676186494
1279,148789.83305523405
377,239192.3271389175
1252,134709.66083848465
2156,252333.40824681058
499,308620.390297915
1374,123757.32857260515
2898,227029.44802002888
401,128581.05386856606
2721,160339.40623550926
2078,209391.2578308069
2589,138003.91462158586
1946,189975.84407474738
1334,138275.02275271784
2781,224835.5616641941
431,367035.1665570715
576,174716.25496157128
1474,198465.14270477812
2254,144264.01092431997
2155,299153.55274112854
885,136815.01160931162
643,149284.25939564864
1944,140295.26151723054
480,197381.5128303952
2845,111779.18642248481
2387,306945.9335930274
2407,217742.9781367984
2527,150725.92236836575
2514,150992.7537984811
629,145403.39855015982
80,211828.65808413987
1876,136398.20483949344
1546,135100.86732085407
2518,182081.0453952848
2347,170314.96834987914
783,229460.22601825872
1322,72860.18746431844
194,101848.27794189224
1770,279620.1992564007
2143,136414.03751059057
1229,208806.80289627044
511,275489.9550916895
46,225589.01119601284
1348,176008.0491218077
2465,181687.17320234553
387,225739.96057476805
873,215944.8630118306
1918,132876.75686746073
2764,235062.9746882181
2184,137104.45440705473
934,146254.5242024011
1920,142295.30824192078
2631,141533.60952598928
1768,575504.5427231838
2040,141286.777061006
1749,224210.12293551542
834,237232.94722499317
1457,237586.49344686337
79,136097.47622926385
2302,127529.02215300326
1817,148586.02744581588
2755,240491.01367100677
359,171853.27567644877
2059,129769.29582229302
2092,228474.08933350322
2516,238933.39540669593
150,127972.43215997562
1656,149417.03043753674
83,110755.55748941265
2411,192409.38452460093
795,87767.43103264188
2312,226289.43840762053
2917,121405.43529940223
1624,175301.75245812975
2215,266862.6447211013
1211,147433.23356475425
1485,152881.9208954113
1024,150035.97710621983
570,190798.7411160473
2874,135990.18105722097
700,108924.62197597254
2756,194868.51634030938
2022,172581.57632341032
583,213214.28396002026
2392,353299.8139782505
2424,238344.09807090773
212,104059.20798839722
736,155424.17035406968
1610,173411.3504389226
890,137090.1472275952
467,175698.1022008436
578,205265.93083768152
1747,177119.63349473133
1149,198060.70236577126
2758,227504.1783455343
857,142147.84194588911
2219,283487.2650600442
733,125732.90518894262
2909,124497.68638044549
1798,255447.16466173404
235,135209.65319084743
2366,147209.04220617475
1027,140663.84224106657
1195,158180.31013663238
1303,64762.92274147505
148,162158.6504599865
608,166211.95160530467
2515,185946.4330838624
821,286335.9701882752
2500,239193.2552004105
745,128468.04633383978
741,140201.59206600714
1611,90745.12127273863
2532,126980.55474208371
1081,249588.92365314532
1692,401570.83274315414
2520,161934.07705887523
276,106279.26936935198
1992,129836.15155082487
663,77342.97686182494
418,145933.49615814106
1733,194882.31999881522
2359,145055.671716529
253,186210.98582203942
1518,174786.24643734633
2035,139925.77089728802
2919,98023.99218765099
1540,239006.32790836127
2120,151344.202229084
1674,201763.06214941057
256,151606.54192647108
2361,119373.49721527497
978,108393.70490424361
2280,177447.07280787078
2095,237145.34193169067
1709,322509.2210735405
2801,242782.92581698985
1246,117663.97579450106
2373,125774.48104459589
1055,272054.1922312209
2017,133240.03718792897
1099,245220.3203519106
1344,107181.49758244539
835,168466.44526284642
1117,196498.6300584313
2043,124193.45523093978
2085,186383.93045664486
410,167982.92803345446
2650,125553.74139772386
2867,198340.7671240745
1668,125372.24468573657
1161,175035.9305729692
2122,164945.80176235057
2539,142472.40778084443
1047,168536.3885713405
1445,141508.7374428293
541,147705.680529316
569,248434.69802079187
1276,129991.9488605266
918,147524.14807692717
326,175843.46545974744
1936,138195.55167544412
895,108718.86078288134
257,144618.37211703436
1241,178911.14618864405
1545,134176.7558260896
1189,179480.0658047584
270,156879.41254339222
2066,166251.35442265327
693,116529.3654065129
1259,135279.3244348325
2916,150570.29916526057
2321,290483.179943571
1977,103640.51676390579
1895,157092.14287317946
1240,164761.46950419195
85,151510.01096414568
1823,135180.59161661856
825,308554.93738912616
110,214755.1712050893
697,134924.87255463284
2297,115192.15604250526
1231,142647.32681332395
1355,130953.34537735918
968,340777.3536378642
584,201507.72692697975
1315,117912.4787836912
1606,141674.25364205017
206,132615.7164467254
1685,351350.55255810934
2016,156599.99775973987
869,195600.6922332384
2135,135557.82355111052
2346,164867.45844517485
2430,264322.08622044174
2198,99037.67712773045
2652,133597.54721385092
27,129188.68260700715
241,170495.115581468
906,126817.2114406496
1506,125154.36821053112
2098,342926.8111191334
1435,212724.75133440667
2213,148832.60886527383
1274,138970.76441824404
743,72056.61975197816
1737,204634.96393418312
2797,282409.8792049356
2185,87381.47384838201
58,168530.0340731111
830,191970.01734253328
808,125329.82945311863
680,140239.81989180652
1153,121491.71430584008
1291,132663.7131201253
1818,154666.47769737977
2161,180103.54200461018
1883,134081.49008329687
350,363693.5939646829
2473,154680.17878547462
295,170771.82223418512
293,188830.82800333577
859,144533.39371333743
288,83308.10838804292
1578,147020.79360638396
102,197544.97844033773
2831,202215.21223469134
1030,159700.79663239367
2551,150594.57761873456
1286,149571.69885588408
958,302226.3182087029
776,138976.84572547168
72,214359.64858197808
2263,263232.3887660821
1866,168221.92520201302
2876,95106.73629545508
2146,253733.3354300206
103,193821.87560495737
1500,158311.78196389947
492,184850.9618033556
167,149103.7605191412
2597,128332.56467402316
2685,128906.52661249893
1035,161560.04051154485
1220,113049.82164559451
2602,158653.24971577185
2159,211428.27411200505
695,138120.49761057412
1109,245460.58157523608
640,154851.13995854522
1652,159205.6175310703
2090,174604.07814614568
1188,171855.49171347925
2345,213266.97643562185
1059,369617.8525646709
2751,227364.54982844804
128,217466.07440888314
1523,208454.3286660895
2925,171367.05975179168
2145,251638.47123015975
1121,208753.33077866357
566,324882.9517205447
565,229368.53263311862
1331,137214.28411037108
2928,137567.48676004057
156,151886.25187765056
797,138900.35738205988
327,123830.96114627358
2859,136290.9588307231
1453,122866.58051217874
1762,343158.392954877
1868,194991.42509583727
1760,187769.34050729318
1113,263942.5844484492
1812,193939.20685474973
117,164672.55028255787
1142,196319.39706845026
2342,400134.4743151149
927,141214.77338393946
2478,192442.2141666253
655,112211.81809213707
2064,128330.84570375094
369,255943.10351118888
2239,125365.37380579062
2732,210375.47278517194
1653,162868.17605134117
959,203523.4312894685
2395,345603.9181164593
1412,125898.29970113822
271,267806.0786577207
1484,152881.92093812587
1497,150832.95695120786
552,177574.17264370798
2,123743.79801800447
1855,247423.42434463557
4,215721.68607207545
2292,178849.554673164
134,147243.1573006175
646,126424.95825086511
42,302938.72203893133
532,209322.4373128135
713,112643.7245822805
2561,137866.0077272729
2360,138292.78739417926
1333,131626.1734879388
1407,240327.0675661994
2892,275390.13597287284
574,250373.36485348383
1227,167169.6019528756
2591,193112.09084887925
1476,193706.15440506832
1125,240573.94217168953
1446,151098.22977161148
408,161077.7318911136
1101,284540.5884550457
2251,194030.5622757878
373,169398.13573625876
2554,141956.2541878909
2382,254344.4659246321
1985,91029.67272794829
519,204822.58800649902
1093,194518.2483553764
864,261855.74317788865
2889,142705.00756341586
2308,162283.18868220164
986,158839.8399593176
1302,149397.15744325088
585,158626.62455143433
2708,157272.36379658626
147,136294.46392359302
1441,219993.95795727722
383,183623.65772121857
285,163820.53407939425
181,118996.96836140056
358,176466.64501293577
780,131782.54681589175
258,198476.79648700487
1865,197297.54385652533
692,135178.89591961764
2902,313640.89725934854
508,245989.0366094547
2638,138602.416609996
36,169492.06577100346
611,177413.4425932319
2281,125759.94120634279
1678,141387.25536917063
1696,407641.8817553432
1557,102177.55111984134
2180,154998.8844202522
1726,249777.93225190617
951,139841.13042300084
267,225221.26466254418
2706,140665.37878188328
2221,207857.74874048535
1357,185661.9624909315
2901,317827.7376421462
347,171458.37215795225
2164,187652.91488868176
1586,297750.9136338844
360,169504.71281422777
1769,240853.244482541
2617,138017.06362099724
1879,132337.18743547625
991,199390.84132583698
1535,120513.64424771056
1191,156211.06460854586
1579,195495.64456232463
1882,146084.65798701468
1510,140121.78498025943
2196,142371.65494981364
1845,197898.9893064523
2336,381708.8976085265
942,101491.89867414834
861,138352.81504239258
2555,128561.17844643322
1392,147051.7381598185
2099,264889.3680455365
1543,141011.45708037174
948,269134.7034161724
1239,158209.61764518637
22,160736.0730034706
2796,205280.5418130668
2747,181149.7162788428
92,286085.5438664436
210,191137.0282574026
1858,183100.3518035456
2228,161906.74502376997
447,208530.93755409183
827,232134.66856225213
1649,179055.67644105686
682,136146.25178422107
2698,121192.89368532487
494,164527.11213909774
214,79418.68045419455
2441,251731.0190724734
2679,112855.71810133141
1336,151450.39746661438
465,178689.65099893755
1524,126607.85046223931
2543,123235.60675162058
631,148012.89714098105
2452,307196.029528311
228,136597.18785049958
126,167042.75470874202
1092,235567.58593329348
1122,207128.14169963822
932,179510.5981217892
1980,93687.00816643653
2171,118138.72181320185
551,148818.9889150667
2768,171583.28337816073
2056,129052.88018147027
1159,306126.3140016544
2645,126207.02971446511
1174,201323.99300070404
2266,212835.22673197405
2462,362013.5612648949
1219,149283.31550355023
2922,152757.06623105283
118,144805.82155689952
474,205312.4659514551
2576,149790.9439335703
872,274153.5082731495
1077,251354.37604979222
1536,133310.31757085852
1150,120253.11572598752
2341,292241.53822274297
1931,146025.37184444923
2785,153954.34456346842
2538,132551.3411341083
597,192261.50857116777
464,212179.5790810232
233,215582.77755515245
2169,128108.53140634742
2123,164056.65220693182
1867,162649.71802810844
137,192593.53659939626
515,205691.15836261204
933,139524.0554316908
2784,157634.9137465738
972,203067.74363480124
599,156671.5872460026
2614,124607.49508467884
2582,154142.77074374794
1409,177915.8517189062
175,124609.18146551285
352,244435.67366800254
976,138616.40395308807
2134,190170.3999435455
984,120024.0869725878
2396,376587.51148883754
1673,154452.884621979
404,138146.44143033796
607,163890.59440430385
814,164842.504735602
868,186046.6811927426
2271,217240.38015908928
1633,212612.53728637018
337,171611.25096517813
2765,138813.0614792943
1746,265260.3695535388
368,324477.37949095306
2806,202286.3203836795
1662,178601.65999748695
1234,214646.4404565382
1373,140138.47316737394
1672,127546.18596937499
1939,120520.72356718892
