Id,SalePrice
2442,240989.22977549024
616,128709.39767018834
2680,70883.09636634699
1414,109056.7207132447
289,165075.55691203335
40,241514.38607815484
860,125524.0486780505
409,133896.20521273417
673,161831.32554345025
2427,176649.93048581292
2036,238688.23654102595
2564,153771.59352912777
642,147610.25626215592
1008,186581.72130198247
1908,155868.45449191605
2519,222479.87272684896
1369,107322.69481226862
2855,168352.01339984196
712,100699.00346258593
1943,118346.81585020345
1958,129493.99108975487
107,150339.74527819417
2295,215499.373857536
704,92008.48997159667
676,132087.6563077917
259,186949.41108919863
93,301927.11901782174
106,249477.5478638389
2315,184595.25431993027
1050,121701.87879028168
1095,196511.9658270677
2709,160154.03229946885
758,129964.89561322896
1496,156421.81698906017
2370,129572.77554902952
2458,279257.08701841225
2733,106516.25125262048
161,277395.49318491877
726,154807.67336226726
845,224482.43128913944
947,252135.34379442557
2232,113495.40425372435
2563,161073.412620134
2299,107586.62399555591
211,85419.6263337293
605,162783.45124386487
1478,190967.4181531939
2247,252146.59489118832
2274,194803.58215816156
2869,204336.26712372684
967,211460.74543615963
2656,126639.9946603548
667,201999.61053994077
1042,108841.04482126927
2023,148090.4393545045
2447,383806.7067788711
2055,133949.3477841544
2275,301344.0099090589
2204,177621.41613437713
1563,252177.26887915115
483,211496.03511927798
796,141115.71309118764
1526,158243.05098272656
2042,109937.93330501189
442,362653.22304481396
1693,325531.6761049309
1468,230271.78036522234
1430,192600.58403274053
2605,126668.48846703561
1529,172824.15341514177
335,140280.86582133148
1287,139438.09216466497
31,106045.9162480876
1785,310474.80997786124
82,171749.03605615767
2620,133907.17425834347
252,186987.8979582812
721,78416.04716801306
2165,185506.01310189377
2316,173360.52062916243
775,139688.33341306556
1558,110662.97267048855
17,214852.81555800242
1022,219161.68737780952
925,134321.7928778089
438,272282.07931012893
1270,136492.88994690706
1272,123541.96885965386
215,154163.06132504958
266,240756.97805334342
2402,282614.164030917
1250,134211.82382720447
1984,128371.24643388235
1279,145320.04019277214
377,245370.82572111723
1252,134205.01597584595
2156,274171.39547626674
499,322706.0481901233
1374,134816.63219032637
2898,210715.38444496074
401,124786.35783670036
2721,165098.20062073163
2078,221071.22935885
2589,130787.21281103487
1946,240613.67905769122
1334,122238.93102295489
2781,245860.69658906374
431,424210.71342893736
576,223213.48874161896
1474,215464.76011179763
2254,153206.12087588152
2155,290911.5344451434
885,100317.5698340318
643,148793.24174188648
1944,137331.83405653172
480,198521.74485640487
2845,92628.36106695293
2387,324959.62881715794
2407,191442.7612835849
2527,171794.41045862495
2514,143769.7795283088
629,165710.9766317661
80,206533.66250071462
1876,139436.13938656874
1546,131806.20881422432
2518,174019.30747608605
2347,165112.2777313438
783,231167.8781122946
1322,60443.001201603634
194,91791.40553336078
1770,305915.8857780743
2143,145444.5489263684
1229,209735.4072044181
511,296763.7427369757
46,222023.74351731787
1348,157658.74445210124
2465,193996.92813976036
387,221278.25561554485
873,226286.36696174368
1918,125165.1519120044
2764,245534.4138737392
2184,109620.0772535177
934,148131.51583065535
1920,137581.9246280013
2631,146462.12304054346
1768,664053.1188841349
2040,125296.31183220957
1749,223666.64410197828
834,251216.2587116807
1457,235356.19234809815
79,128930.0509196076
2302,127229.70235010011
1817,142426.93903226117
2755,230581.15519357927
359,178724.29154459413
2059,117752.51724236272
2092,264925.80390238523
2516,223505.34575967258
150,121499.466917593
1656,152917.075400068
83,107303.78561934989
2411,182748.89936313775
795,76953.14943538568
2312,220866.99772604322
2917,104836.20851050821
1624,181114.85711683228
2215,265678.31727965554
1211,158875.2383900838
1485,154786.6102834658
1024,164911.72815489586
570,196324.36660369157
2874,129924.71297219669
700,104953.09905339977
2756,213318.7695767415
2022,181325.71665900893
583,223562.0459790829
2392,399569.16514274233
2424,174416.79950395017
212,116046.64136650371
736,149154.17460105917
1610,163068.49921977406
890,100460.36973591408
467,199798.59777199454
578,242376.13053177454
1747,179109.81438087695
1149,166095.8690006956
2758,242238.5986886702
857,143413.1499803504
2219,270819.61207834154
733,124920.82483312135
2909,122480.38584605977
1798,267647.15432255715
235,102440.4240272353
2366,126086.29468005223
1027,145665.4364675177
1195,154394.17308434477
1303,60836.99615510533
148,183010.22242228096
608,171661.37286175243
2515,193749.42460420108
821,293999.73772068694
2500,280083.41471114714
745,118479.15631026702
741,134610.35133277363
1611,57298.392105109364
2532,121800.9288202863
1081,229208.80594276622
1692,486291.6419267587
2520,185708.82331065458
276,83552.67281933938
1992,132435.26332441493
663,87396.47667943651
418,134273.72952006035
1733,197766.7695012692
2359,143175.84210643076
253,183299.2910413603
1518,195530.62366841908
2035,125968.533082764
2919,96389.63564353721
1540,253357.8419548032
2120,138451.66930655396
1674,191280.96218596358
256,154973.275252641
2361,115840.05831718638
978,94523.27963758996
2280,166141.0771083512
2095,236741.62715943163
1709,328365.3752294824
2801,257987.4782188652
1246,120071.23738961565
2373,102845.5083852405
1055,284831.1908833071
2017,122286.74319520307
1099,264246.5608480177
1344,108663.67503839194
835,169457.12992641918
1117,212726.93836708256
2043,89989.55632436385
2085,144159.94108393867
410,162141.52621289602
2650,121160.65664573763
2867,171806.2710240622
1668,124628.69968085238
1161,168867.56470456306
2122,184496.87517561
2539,145552.3588438551
1047,140183.2651908124
1445,148483.6020429766
541,139939.89089271915
569,213212.99202128808
1276,128436.02105213303
918,155490.85136080443
326,170233.9942003714
1936,137320.48820405296
895,94985.9107119517
257,152777.20094434294
1241,182978.76108190493
1545,124673.44021048126
1189,172925.26315836498
270,156142.27360742015
2066,171154.7614547233
693,112752.41556536371
1259,139381.76638101033
2916,155240.94649845702
2321,296990.32002622756
1977,116232.12282423617
1895,152241.3569183523
1240,165219.80020926165
85,159055.81796521065
1823,125819.66580898238
825,299539.8917997071
110,235735.1192516808
697,132679.66019400454
2297,114437.28117028913
1231,139851.3891844016
1355,151227.71752738956
968,357960.15547128214
584,223624.3646426913
1315,124149.75254668308
1606,155490.7138167433
206,106316.23866196809
1685,363093.91283945134
2016,141991.40852390527
869,195707.31102661003
2135,121367.63215879562
2346,170443.5448359372
2430,242843.37884937463
2198,97783.05664474824
2652,124537.32915977709
27,124150.62868252631
241,128463.99073199759
906,134227.0245584438
1506,104939.88987688415
2098,404912.2681006773
1435,229861.43349457614
2213,116262.94332889424
1274,140386.67780637564
743,64091.603916418564
1737,192688.130696278
2797,285628.37753881025
2185,65803.42263175518
58,169707.3619344913
830,206345.83475892965
808,126490.10073825603
680,155853.57557680988
1153,125623.89172661859
1291,144832.49105559557
1818,140894.31754541685
2161,184186.08686994849
1883,126473.97666352498
350,327662.8404095309
2473,147373.37231352797
295,167862.09693081042
293,193688.82836200832
859,141056.46835461023
288,68301.7182209709
1578,155096.10399544542
102,176429.6564036997
2831,104486.67879720777
1030,171200.1276968224
2551,150377.2927132633
1286,152013.6822589107
958,317673.1983398327
776,136130.94480910993
72,219838.14973134224
2263,249313.32389303925
1866,148600.85620440627
2876,83189.89005894991
2146,252065.83458411932
103,184320.5072888664
1500,125983.55445907719
492,180073.36456259995
167,133962.37103372888
2597,133737.19597164664
2685,111402.466520673
1035,145181.70097599988
1220,87622.40274227192
2602,157813.306218239
2159,213849.9186462981
695,143040.6747689257
1109,266150.9646067006
640,193485.8378658254
1652,150380.53401838703
2090,195674.91085360677
1188,162529.24829210094
2345,231561.97315654103
1059,436714.9448728415
2751,253786.22468197922
128,217926.8176279291
1523,181796.07267488659
2925,189351.88725019706
2145,285476.18529620185
1121,205668.9767146874
566,288149.33444194496
565,228953.4377082287
1331,151285.967544558
2928,124828.59863561593
156,146879.20468155577
797,103244.43323043846
327,110200.61143805923
2859,138339.95194260214
1453,123443.9451838868
1762,363109.544508233
1868,201280.45040262272
1760,182198.05944232302
1113,246499.59174492286
1812,186702.10168056478
117,165186.72887186392
1142,202110.3619414892
2342,387807.1270405246
927,150798.11508093262
2478,190702.9407783268
655,101665.50848395054
2064,140680.44688884498
369,246174.59025413258
2239,106974.79879503473
2732,225496.78066277356
1653,159259.21723838948
959,202624.0889768475
2395,362858.49284339894
1412,102144.60487442471
271,270846.0934527661
1484,156434.1466091249
1497,127725.81284438755
552,174168.07200329928
2,131685.91186436318
1855,271550.3898479585
4,263529.3065431195
2292,182502.0280527681
134,136713.37856113736
646,118939.2691929885
42,278120.0509204622
532,223131.61442524058
713,109335.50276744939
2561,131218.9937728917
2360,140175.8677486704
1333,129382.21305819153
1407,216215.02358632337
2892,289345.60331722366
574,228254.71812800062
1227,180554.0636757964
2591,219863.87213808854
1476,217101.76964543844
1125,258123.35118201893
1446,135201.21663500735
408,121716.35061519573
1101,300093.1374990258
2251,194201.47634084825
373,174840.629969139
2554,128956.04895768505
2382,269857.54206756334
1985,91816.50274172967
519,226478.37638851168
1093,199252.46718898782
864,259427.1404206165
2889,156568.93889643427
2308,162629.56452184432
986,167214.6545477681
1302,157963.34394454784
585,156332.84574049333
2708,157981.4229624832
147,132016.87932499318
1441,244723.37208196236
383,187365.81948628594
285,110153.62686347782
181,122661.82561958372
358,173901.7151896869
780,141779.40267684453
258,192595.18654636614
1865,208094.50828142226
692,134109.8930324334
2902,334380.8695894516
508,259715.9343678689
2638,146248.30248272006
36,159627.95024225803
611,163529.85920041404
2281,132289.28948298382
1678,126270.15394548065
1696,492514.2625154471
1557,105878.93949370494
2180,143146.70249089756
1726,204039.04537779768
951,156909.71819906335
267,232092.64591381486
2706,139952.24342730455
2221,205912.5676777485
1357,154558.24856206749
2901,319123.0904231861
347,177787.50227050507
2164,200114.37911404838
1586,322676.52944732783
360,161277.97340796696
1769,240120.0463503973
2617,135681.153076297
1879,137802.17808311153
991,211940.72847911197
1535,123261.39541530344
1191,145314.51456891617
1579,198169.322405
1882,159048.69541594622
1510,120639.10883061962
2196,184452.43637907656
1845,173928.669557099
2336,416320.9882527756
942,92693.65981703387
861,131908.58326160742
2555,123511.15807457647
1392,174053.22477704994
2099,261391.79139322406
1543,124148.37971593115
948,282457.6014294689
1239,166488.90871754647
22,181807.0444572434
2796,235155.07259185275
2747,188767.82501656306
92,305551.29365653265
210,168012.45801042492
1858,227719.11504438653
2228,175955.74058456148
447,209129.13637059618
827,246461.52598605907
1649,210956.59387700728
682,132007.60227760134
2698,113104.41234462391
494,171907.25581531462
214,60470.877512132545
2441,241795.27854808376
2679,106871.82677498105
1336,127970.99077117062
465,182980.60801656314
1524,137977.66054808671
2543,126844.72626989921
631,138573.95942507157
2452,309804.596881228
228,161205.3702463071
126,172762.8840120237
1092,215707.58171911846
1122,191889.37324503038
932,224689.45992588857
1980,93355.65003464157
2171,94910.51904011116
551,158878.7505982461
2768,172718.15522497136
2056,125630.21235888728
1159,403027.4566581923
2645,116915.49305780073
1174,178412.1331321707
2266,214386.18873853973
2462,414960.22070673236
1219,150388.19534438133
2922,170267.15381104188
118,150244.9021787762
474,172662.7040787604
2576,146371.91428003187
872,292556.74338410364
1077,205816.64970771712
1536,128985.35096682407
1150,134798.84877526408
2341,296381.5651420123
1931,150043.4460028857
2785,138993.3314211517
2538,133768.5791277989
597,204324.285039625
464,190098.25158853852
233,252450.85243977697
2169,103386.69328538224
2123,173118.30188414644
1867,171764.85102602773
137,244170.81075363152
515,231604.72500146914
933,120787.56463002402
2784,154914.49674922365
972,156571.39809010073
599,155614.15771722622
2614,131298.70505754335
2582,150496.9401126949
1409,147906.5423753144
175,104884.21395151867
352,209711.85671326597
976,111529.33224392522
2134,194323.45134507178
984,130693.0480799826
2396,364919.1850298899
1673,144858.86135919747
404,122179.99925613587
607,176638.18454186813
814,191216.13003646574
868,195728.00209133746
2271,189695.72713684244
1633,248070.84249477577
337,175008.2012878809
2765,156142.80912829126
1746,258816.42912052252
368,310391.0555977411
2806,209259.62544649927
1662,197740.35877208432
1234,225021.5632804468
1373,132023.36685896968
1672,120760.18984432865
1939,131963.68711309537
